ticker,market,name,adv,adv_days,close,market_cap,rank,as_of
005930,KOSPI,,1383392876724.5,20,81000.0,483552386550000.0,1,2021-08-31
323410,KOSPI,,1162119022950.0,6,78500.0,37295368604500.0,2,2021-08-31
035720,KOSPI,,614899312021.1,20,133500.0,59254932862500.0,3,2021-08-31
000660,KOSPI,,471592544398.65,20,123000.0,89544290895000.0,4,2021-08-31
035420,KOSPI,,356951838503.15,20,373500.0,61352378032500.0,5,2021-08-31
302440,KOSPI,,327045001875.0,20,156500.0,11972250000000.0,6,2021-08-31
259960,KOSPI,,303624035200.0,5,406000.0,19852616420000.0,7,2021-08-31
011000,KOSPI,,301584879285.0,20,20500.0,926374664000.0,8,2021-08-31
019170,KOSPI,,294742833300.0,20,75600.0,4005665244000.0,9,2021-08-31
293490,KOSDAQ,,286029829875.0,20,56400.0,4208566872000.0,10,2021-08-31
195940,KOSDAQ,,282888830883.3333,6,68500.0,1979958181500.0,11,2021-08-31
011200,KOSPI,,269705779860.0,20,43900.0,15162730179300.0,12,2021-08-31
096770,KOSPI,,254522347674.15,20,269500.0,24919469498000.0,13,2021-08-31
051910,KOSPI,,243132576916.95,20,807000.0,56968020801000.0,14,2021-08-31
006400,KOSPI,,232895258154.8,20,610000.0,41946363300000.0,15,2021-08-31
034020,KOSPI,,221127941977.5,20,23400.0,9886068878400.0,16,2021-08-31
096530,KOSDAQ,,207609622295.0,20,61900.0,3232789028600.0,17,2021-08-31
365270,KOSDAQ,,190837418560.0,10,30650.0,409360419200.0,18,2021-08-31
205470,KOSDAQ,,188996904442.5,20,11800.0,403841017000.0,19,2021-08-31
000270,KOSPI,,170324682885.0,20,89200.0,36158410552400.0,20,2021-08-31
005380,KOSPI,,168304103825.4,20,236000.0,50425692132000.0,21,2021-08-31
035080,KOSDAQ,,166338824275.5,20,6100.0,495253894300.0,22,2021-08-31
066570,KOSPI,,164197178850.0,20,150000.0,24547172100000.0,23,2021-08-31
361610,KOSPI,,161001575650.0,20,142500.0,10159906860000.0,24,2021-08-31
068270,KOSPI,,160400018775.0,20,265500.0,36616839777000.0,25,2021-08-31
377030,KOSDAQ,,152928600711.1111,9,39000.0,332806149000.0,26,2021-08-31
005490,KOSPI,,148565819725.2,20,334000.0,29120402890000.0,27,2021-08-31
247540,KOSDAQ,,145635871230.0,20,184600.0,4046333423600.0,28,2021-08-31
028300,KOSDAQ,,133126213185.0,20,33350.0,3537490194500.0,29,2021-08-31
102460,KOSPI,,129951431387.5,20,44500.0,800936676500.0,30,2021-08-31
256840,KOSDAQ,,129914662529.0,20,7960.0,410191822560.0,31,2021-08-31
001440,KOSPI,,127449080185.75,20,3105.0,2659348692945.0,32,2021-08-31
017670,KOSPI,,126280518866.3,20,328000.0,23635726904000.0,33,2021-08-31
352820,KOSPI,,123882782449.85,20,272500.0,9707474600000.0,34,2021-08-31
036570,KOSPI,,120616287939.1,20,849000.0,18638964678000.0,35,2021-08-31
383310,KOSDAQ,,119407475910.0,20,148500.0,568195600500.0,36,2021-08-31
086520,KOSDAQ,,119156161040.0,20,46000.0,860263802000.0,37,2021-08-31
139990,KOSPI,,112341443883.33333,3,32400.0,857050923600.0,38,2021-08-31
137310,KOSPI,,110173145936.36363,11,59100.0,6103336962300.0,39,2021-08-31
007390,KOSDAQ,,107903504852.5,20,14350.0,879747629250.0,40,2021-08-31
005935,KOSPI,,107603301268.55,20,73900.0,60811327130000.0,41,2021-08-31
064550,KOSDAQ,,106480382980.0,20,17900.0,449863480200.0,42,2021-08-31
003580,KOSPI,,104887943515.0,20,13400.0,483723276800.0,43,2021-08-31
038070,KOSDAQ,,104617525692.5,20,18550.0,153977539800.0,44,2021-08-31
207940,KOSPI,,98373952350.0,20,855000.0,56571075000000.0,45,2021-08-31
263750,KOSDAQ,,98328536225.0,20,61500.0,4072622250000.0,46,2021-08-31
091990,KOSDAQ,,97304843710.0,20,117100.0,18149436966200.0,47,2021-08-31
950130,KOSDAQ,,97066931882.5,20,20100.0,729942092700.0,48,2021-08-31
151860,KOSDAQ,,96432881382.5,20,12550.0,451800000000.0,49,2021-08-31
032300,KOSDAQ,,94568026807.5,20,45000.0,490801545000.0,50,2021-08-31
352910,KOSDAQ,,94530864900.0,12,20450.0,230754896100.0,51,2021-08-31
005070,KOSPI,,92056326475.0,20,24750.0,738421497000.0,52,2021-08-31
066970,KOSDAQ,,90099635300.0,20,92600.0,2600090305400.0,53,2021-08-31
299660,KOSDAQ,,89967344595.0,20,131800.0,1278946605600.0,54,2021-08-31
376980,KOSDAQ,,83838293500.0,5,83000.0,390354644000.0,55,2021-08-31
068760,KOSDAQ,,82395216090.0,20,137700.0,5032412290800.0,56,2021-08-31
105560,KOSPI,,82107320545.25,20,57200.0,23784213024000.0,57,2021-08-31
009150,KOSPI,,81598921050.0,20,175000.0,13071396800000.0,58,2021-08-31
003490,KOSPI,,78717944185.0,20,33900.0,11791125967500.0,59,2021-08-31
012330,KOSPI,,78570051424.3,20,287000.0,27205617978000.0,60,2021-08-31
034220,KOSPI,,78265804495.0,20,22950.0,8211870315000.0,61,2021-08-31
048550,KOSDAQ,,77576969231.75,20,2930.0,277207651600.0,62,2021-08-31
028670,KOSPI,,75647166936.0,20,6600.0,3528158779200.0,63,2021-08-31
064350,KOSPI,,75369736035.0,20,24600.0,2684900407800.0,64,2021-08-31
